rating,playback_used,ebird_code,channels,date,duration,filename,species,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,bitrate_of_mp3,file_type,background,xc_id,url,country,author,primary_label,longitude,time,recordist,license,stft_mean_logmag,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_rolloff_mean,zero_crossing_rate_mean
5.0,no,aldfly,2 (stereo),2019-06-09,11,XC550421.mp3,Alder Flycatcher,XC550421 Alder Flycatcher (Empidonax alnorum),[],yes,Empidonax alnorum,"Godmanchester, Le Haut-Saint-Laurent, Québec",45.0889,44100 (Hz),"adult, song",100 m,128000 (bps),mp3,,550421,https://www.xeno-canto.org/550421,Canada,Martin St-Michel,Empidonax alnorum_Alder Flycatcher,-74.2627,07:26,Martin St-Michel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.10363531112670898,-350.4312438964844,29.01279640197754,-30.028139114379883,-16.576637268066406,-22.746789932250977,-36.13759994506836,-21.964662551879883,-0.13357679545879364,-4.435726165771484,-6.751421928405762,-5.443848133087158,-4.793938159942627,-6.761096477508545,0.016841331496834755,7741.77020473331,6039.401093062672,15429.232253801929,0.2547852528437191
4.0,no,aldfly,1 (mono),2019-07-26,19,XC524515.mp3,Alder Flycatcher,XC524515 Alder Flycatcher (Empidonax alnorum),[],yes,Empidonax alnorum,"Saint-Bruno-de-Montarville, La Vallée-du-Richelieu, Québec",45.5568,44100 (Hz),call,30 m,84611 (bps),mp3,,524515,https://www.xeno-canto.org/524515,Canada,Long Benjamin,Empidonax alnorum_Alder Flycatcher,-73.3631,06:55,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.014438491314649582,-543.767822265625,167.62071228027344,-26.867225646972656,31.55357551574707,-21.011972427368164,-6.784346580505371,-0.6963788270950317,14.828461647033691,-12.970845222473145,15.503984451293945,-11.778993606567383,7.6229705810546875,-13.51244831085205,0.001739637809805572,2589.5805413012604,3529.072427618271,5137.339399857955,0.06446940104166667
4.0,no,aldfly,1 (mono),2019-07-26,16,XC524514.mp3,Alder Flycatcher,XC524514 Alder Flycatcher (Empidonax alnorum),[],yes,Empidonax alnorum,"Saint-Bruno-de-Montarville, La Vallée-du-Richelieu, Québec",45.5568,44100 (Hz),call,30 m,84613 (bps),mp3,,524514,https://www.xeno-canto.org/524514,Canada,Long Benjamin,Empidonax alnorum_Alder Flycatcher,-73.3631,06:55,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.016869964078068733,-528.8662719726562,174.45103454589844,-38.377235412597656,35.00666427612305,-21.456422805786133,-4.440390110015869,-3.5491881370544434,10.978217124938965,-16.261571884155273,14.47775936126709,-13.056878089904785,9.955037117004395,-11.097854614257812,0.001958991400897503,2547.1395134997492,3293.3705451793526,5011.225621065648,0.0745816237634892
4.0,no,aldfly,1 (mono),2019-07-26,16,XC524513.mp3,Alder Flycatcher,XC524513 Alder Flycatcher (Empidonax alnorum),[],yes,Empidonax alnorum,"Saint-Bruno-de-Montarville, La Vallée-du-Richelieu, Québec",45.5568,44100 (Hz),call,30 m,84022 (bps),mp3,,524513,https://www.xeno-canto.org/524513,Canada,Long Benjamin,Empidonax alnorum_Alder Flycatcher,-73.3631,06:55,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.016578370705246925,-534.4306640625,179.07647705078125,-37.78419494628906,35.69286346435547,-26.493022918701172,-3.341517925262451,-5.506087779998779,13.72571849822998,-17.073026657104492,16.646394729614258,-12.99748706817627,15.896172523498535,-4.86883544921875,0.0019665739964693785,2477.538007429267,3313.0615787964475,4891.480047434959,0.06771932611130255
5.0,no,amecro,1 (mono),2020-06-29,5,XC572379.mp3,American Crow,XC572379 American Crow (Corvus brachyrhynchos),[],no,Corvus brachyrhynchos,"Hendrix Habitat - Fairview, Williamson County, Tennessee",35.986999999999995,24000 (Hz),call,260 m,74632 (bps),mp3,,572379,https://www.xeno-canto.org/572379,United States,Brian Hendrix,Corvus brachyrhynchos_American Crow,-87.145,06:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.2493458241224289,-304.62799072265625,-64.20267486572266,-156.75027465820312,-19.625120162963867,-37.82522201538086,23.289012908935547,-17.354562759399414,1.165261149406433,-12.433527946472168,0.9418306946754456,17.815994262695312,10.468388557434082,-0.30256062746047974,0.0341193862259388,3660.343363409746,2034.4668186860804,5868.357855058366,0.26315319491731515
5.0,no,amecro,1 (mono),2019-04-18,13,XC556240.mp3,American Crow,XC556240 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,Hanna Park Campground,30.36422,48000 (Hz),canto,5 m,192000 (bps),mp3,,556240,https://www.xeno-canto.org/556240,United States,Caio Brito,Corvus brachyrhynchos_American Crow,-81.40509,18:35,Caio Brito,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.13057321310043335,-329.36224365234375,99.09828186035156,-35.29592514038086,-7.862431049346924,-11.253386497497559,0.3909391760826111,6.125921726226807,0.038103584200143814,-0.06885424256324768,0.3150220513343811,-2.891855239868164,0.4762515723705292,5.404149532318115,0.028171924874186516,5215.912702789925,5704.685037147604,12405.719930609099,0.12048085726676946
4.5,no,amecro,2 (stereo),2020-04-19,17,XC550085.mp3,American Crow,XC550085 American Crow (Corvus brachyrhynchos),['Melospiza melodia_Song Sparrow'],yes,Corvus brachyrhynchos,"Thornton Creek Ravine, Seattle, King County, Washington",47.7022,48000 (Hz),"adult, call, sex uncertain",60 m,320000 (bps),mp3,Song Sparrow (Melospiza melodia),550085,https://www.xeno-canto.org/550085,United States,Bruce Lagerquist,Corvus brachyrhynchos_American Crow,-122.3088,06:34,Bruce Lagerquist,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.2278250753879547,-280.9176330566406,60.97227096557617,-96.86164093017578,-7.576234817504883,-34.220577239990234,-23.345481872558594,-6.3321123123168945,-18.475324630737305,-22.417343139648438,-12.657094955444336,-10.813713073730469,2.35604190826416,-9.46309757232666,0.0729324221611023,4509.7229537733965,3606.7213426488515,7302.793848964678,0.14448307608861144
5.0,no,amecro,1 (mono),2020-02-28,7,XC531008.mp3,American Crow,XC531008 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"San Simeon, San Luis Obispo County, California",35.6754,48000 (Hz),"adult, call",10 m,320000 (bps),mp3,,531008,https://www.xeno-canto.org/531008,United States,Thomas G. Graves,Corvus brachyrhynchos_American Crow,-121.2844,16:06,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.07045844942331314,-426.527099609375,104.84212493896484,-4.159054279327393,-18.51448631286621,-26.72018814086914,-13.715559959411621,-10.699772834777832,-8.428447723388672,-23.525705337524414,-11.821065902709961,-25.033172607421875,-14.599528312683105,-20.47848129272461,0.02024485357105732,4477.410425800007,5464.06601099981,11837.341743937233,0.07304715361982882
4.5,no,amecro,2 (stereo),2020-01-04,14,XC516376.mp3,American Crow,XC516376 American Crow (Corvus brachyrhynchos),['Thryothorus ludovicianus_Carolina Wren'],yes,Corvus brachyrhynchos,"Hawk Rise Sanctuary (near  Linden), Union County, New Jersey",40.6052,48000 (Hz),"Caw, call",0 m,162376 (bps),mp3,Carolina Wren (Thryothorus ludovicianus),516376,https://www.xeno-canto.org/516376,United States,William Whitehead,Corvus brachyrhynchos_American Crow,-74.2495,08:00,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.24199412763118744,-205.30776977539062,149.12191772460938,-9.978561401367188,25.605762481689453,-35.551937103271484,18.644424438476562,-15.967554092407227,20.042617797851562,-13.906227111816406,7.895838260650635,-5.137540340423584,5.391486167907715,6.7203521728515625,0.055707454681396484,3225.170967663396,4150.634908346874,8123.161764705882,0.06248815199908088
3.5,no,amecro,2 (stereo),2020-04-07,10,XC578154.mp3,American Crow,XC578154 American Crow (Corvus brachyrhynchos),['Certhia americana_Brown Creeper'],yes,Corvus brachyrhynchos,"Kelley Point Park, North Portland, Multnomah County, Oregon",45.6496,48000 (Hz),"adult, call, sex uncertain",10 m,320000 (bps),mp3,Brown Creeper (Certhia americana),578154,https://www.xeno-canto.org/578154,United States,Thomas Magarian,Corvus brachyrhynchos_American Crow,-122.7636,14:33,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.2853323817253113,-223.5731201171875,37.2293701171875,-46.635013580322266,-26.06562042236328,-33.37514114379883,-25.400575637817383,-31.55185317993164,-6.982908725738525,-25.492450714111328,-8.328914642333984,-23.313722610473633,-0.7269627451896667,-16.632417678833008,0.03005688451230526,7604.161831518032,6171.850064278018,15312.213515857284,0.23712224742938554
4.0,no,amecro,1 (mono),2020-03-04,4,XC563629.mp3,American Crow,XC563629 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Gabriel Park, Multnomah County, Oregon",45.4727,48000 (Hz),"Bell-like ""GuguGoo"" call and Rattle call",110 m,128000 (bps),mp3,,563629,https://www.xeno-canto.org/563629,United States,Skip Russell,Corvus brachyrhynchos_American Crow,-122.7197,16:20,Skip Russell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.09243951737880707,-325.86102294921875,118.84873962402344,-7.678494930267334,22.67873191833496,4.026313304901123,23.34036636352539,2.3554954528808594,26.69549560546875,-4.83390998840332,22.999469757080078,-1.3115752935409546,21.34248924255371,-1.7974183559417725,0.021032843738794327,3846.9188249250906,5295.755778891074,9864.381602112677,0.05552766468603287
4.0,no,amecro,2 (stereo),2020-03-08,19,XC533366.mp3,American Crow,XC533366 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Ross Township (near  Hamilton), Butler County, Ohio",39.3439,44100 (Hz),call,200 m,172577 (bps),mp3,,533366,https://www.xeno-canto.org/533366,United States,Joseph Keating,Corvus brachyrhynchos_American Crow,-84.6688,10:00,Joseph Keating,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.03236386179924011,-474.0044250488281,148.2723388671875,0.4916486144065857,1.973989725112915,-2.8256235122680664,13.457374572753906,13.784749031066895,19.860713958740234,7.877641201019287,8.056924819946289,5.54517126083374,15.66875171661377,11.460562705993652,0.012246334925293922,1602.2681662735986,2944.122535057747,2772.441833386384,0.018235798007789097
4.0,no,amecro,1 (mono),2019-03-28,14,XC464018.mp3,American Crow,XC464018 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Bowie Nature Park, Perimeter Trail, Fairview, Williamson County, Tennessee",35.975,44100 (Hz),call,260 m,87714 (bps),mp3,,464018,https://www.xeno-canto.org/464018,United States,Brian Hendrix,Corvus brachyrhynchos_American Crow,-87.1328,18:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.07725727558135986,-368.4375915527344,158.86915588378906,-48.93368148803711,-13.155510902404785,-13.007743835449219,24.462703704833984,18.46609878540039,29.29119300842285,-18.03618049621582,-0.16563476622104645,3.5303778648376465,20.913433074951172,9.290179252624512,0.017489777877926826,2079.207524323327,2642.733009151085,3330.7927255593386,0.05678957928015564
4.0,no,amecro,1 (mono),2019-02-23,5,XC460872.mp3,American Crow,XC460872 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"West Lake, Everglades National Park, Florida",25.2138,48000 (Hz),call,0 m,128000 (bps),mp3,,460872,https://www.xeno-canto.org/460872,United States,Uku Paal,Corvus brachyrhynchos_American Crow,-80.8504,08:00,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.029010381549596786,-573.5452880859375,92.3923568725586,-19.15785026550293,10.9046630859375,-17.068073272705078,2.8632731437683105,17.885242462158203,7.007706165313721,1.7657439708709717,2.611222505569458,-6.355164051055908,-0.10600138455629349,10.969815254211426,0.006545577198266983,4814.203522236319,4930.898607622218,10264.15203327172,0.11979317092190388
4.0,no,amecro,2 (stereo),2019-02-01,2,XC454607.mp3,American Crow,XC454607 American Crow (Corvus brachyrhynchos),[],yes,Corvus brachyrhynchos,"Wellington, Sumner County, Kansas",37.2602,48000 (Hz),"call, song",360 m,173752 (bps),mp3,,454607,https://www.xeno-canto.org/454607,United States,Ves,Corvus brachyrhynchos_American Crow,-97.4172,21:45,Ves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.2774243652820587,-193.2855224609375,159.90419006347656,-21.468904495239258,44.048828125,-28.335691452026367,56.256439208984375,0.7824316620826721,24.654220581054688,-0.7140453457832336,6.311395168304443,8.553667068481445,-5.823446273803711,7.129505157470703,0.10788752883672714,2578.855139753759,3600.6835920923577,6554.571328996282,0.04261479147304833
